C000  4C F5 C5  JMP $C5F5                       A:00 X:00 Y:00 P:24 SP:FD CYC:7    
E4DD  90 12     BCC $E4F1                       A:44 X:33 Y:78 P:65 SP:FB CYC:14151
E4DF  50 10     BVC $E4F1                       A:44 X:33 Y:78 P:65 SP:FB CYC:14153
E4E1  30 0E     BMI $E4F1                       A:44 X:33 Y:78 P:65 SP:FB CYC:14155
E4E3  F0 0C     BEQ $E4F1                       A:44 X:33 Y:78 P:65 SP:FB CYC:14157
E4E5  E0 33     CPX #$33                        A:44 X:33 Y:78 P:65 SP:FB CYC:14159
E4E7  D0 08     BNE $E4F1                       A:44 X:33 Y:78 P:67 SP:FB CYC:14161
E4E9  C0 78     CPY #$78                        A:44 X:33 Y:78 P:67 SP:FB CYC:14163
E4EB  D0 04     BNE $E4F1                       A:44 X:33 Y:78 P:67 SP:FB CYC:14165
E4ED  C9 44     CMP #$44                        A:44 X:33 Y:78 P:67 SP:FB CYC:14167
E4EF  F0 04     BEQ $E4F5                       A:44 X:33 Y:78 P:67 SP:FB CYC:14169
E4F5  A9 97     LDA #$97                        A:44 X:33 Y:78 P:67 SP:FB CYC:14172
E4F7  8D 7F 06  STA $067F = 00                  A:97 X:33 Y:78 P:E5 SP:FB CYC:14174
E4FA  A9 47     LDA #$47                        A:97 X:33 Y:78 P:E5 SP:FB CYC:14178
E4FC  A0 FF     LDY #$FF                        A:47 X:33 Y:78 P:65 SP:FB CYC:14180
E4FE  A2 00     LDX #$00                        A:47 X:33 Y:FF P:E5 SP:FB CYC:14182
E500  18        CLC                             A:47 X:00 Y:FF P:67 SP:FB CYC:14184
E501  B8        CLV                             A:47 X:00 Y:FF P:66 SP:FB CYC:14186
E502  BE 80 05  LDX $0580,Y @ 067F = 97         A:47 X:00 Y:FF P:26 SP:FB CYC:14188
E505  B0 12     BCS $E519                       A:47 X:97 Y:FF P:A4 SP:FB CYC:14193
E507  70 10     BVS $E519                       A:47 X:97 Y:FF P:A4 SP:FB CYC:14195
E509  10 0E     BPL $E519                       A:47 X:97 Y:FF P:A4 SP:FB CYC:14197
E50B  F0 0C     BEQ $E519                       A:47 X:97 Y:FF P:A4 SP:FB CYC:14199
E50D  E0 97     CPX #$97                        A:47 X:97 Y:FF P:A4 SP:FB CYC:14201
E50F  D0 08     BNE $E519                       A:47 X:97 Y:FF P:27 SP:FB CYC:14203
E511  C0 FF     CPY #$FF                        A:47 X:97 Y:FF P:27 SP:FB CYC:14205
E513  D0 04     BNE $E519                       A:47 X:97 Y:FF P:27 SP:FB CYC:14207
E515  C9 47     CMP #$47                        A:47 X:97 Y:FF P:27 SP:FB CYC:14209
E517  F0 04     BEQ $E51D                       A:47 X:97 Y:FF P:27 SP:FB CYC:14211
E51D  60        RTS                             A:47 X:97 Y:FF P:27 SP:FB CYC:14214
C62F  20 A3 C6  JSR $C6A3                       A:47 X:97 Y:FF P:27 SP:FD CYC:14220
C6A3  A0 4E     LDY #$4E                        A:47 X:97 Y:FF P:27 SP:FB CYC:14226
C6A5  A9 FF     LDA #$FF                        A:47 X:97 Y:4E P:25 SP:FB CYC:14228
C6A7  85 01     STA $01 = FF                    A:FF X:97 Y:4E P:A5 SP:FB CYC:14230
C6A9  20 B0 C6  JSR $C6B0                       A:FF X:97 Y:4E P:A5 SP:FB CYC:14233
C6B0  A9 FF     LDA #$FF                        A:FF X:97 Y:4E P:A5 SP:F9 CYC:14239
C6B2  48        PHA                             A:FF X:97 Y:4E P:A5 SP:F9 CYC:14241
C6B3  A9 AA     LDA #$AA                        A:FF X:97 Y:4E P:A5 SP:F8 CYC:14244
C6B5  D0 05     BNE $C6BC                       A:AA X:97 Y:4E P:A5 SP:F8 CYC:14246
C6BC  28        PLP                             A:AA X:97 Y:4E P:A5 SP:F8 CYC:14249
C6BD  04        NOP                             A:AA X:97 Y:4E P:EF SP:F9 CYC:14253
C6BE  A9 44     LDA #$44                        A:AA X:97 Y:4E P:EF SP:F9 CYC:14255
C6C0  A9 64     LDA #$64                        A:44 X:97 Y:4E P:6D SP:F9 CYC:14257
C6C2  A9 EA     LDA #$EA                        A:64 X:97 Y:4E P:6D SP:F9 CYC:14259
C6C4  EA        NOP                             A:EA X:97 Y:4E P:ED SP:F9 CYC:14261
C6C5  EA        NOP                             A:EA X:97 Y:4E P:ED SP:F9 CYC:14263
C6C6  EA        NOP                             A:EA X:97 Y:4E P:ED SP:F9 CYC:14265
C6C7  08        PHP                             A:EA X:97 Y:4E P:ED SP:F9 CYC:14267
C6C8  48        PHA                             A:EA X:97 Y:4E P:ED SP:F8 CYC:14270
C6C9  0C        NOP                             A:EA X:97 Y:4E P:ED SP:F7 CYC:14273
C6CA  A9 A9     LDA #$A9                        A:EA X:97 Y:4E P:ED SP:F7 CYC:14275
C6CC  EA        NOP                             A:A9 X:97 Y:4E P:ED SP:F7 CYC:14277
C6CD  EA        NOP                             A:A9 X:97 Y:4E P:ED SP:F7 CYC:14279
C6CE  EA        NOP                             A:A9 X:97 Y:4E P:ED SP:F7 CYC:14281
C6CF  EA        NOP                             A:A9 X:97 Y:4E P:ED SP:F7 CYC:14283
C6D0  08        PHP                             A:A9 X:97 Y:4E P:ED SP:F7 CYC:14285
C6D1  48        PHA                             A:A9 X:97 Y:4E P:ED SP:F6 CYC:14288
C6D2  14        NOP                             A:A9 X:97 Y:4E P:ED SP:F5 CYC:14291
C6D3  A9 34     LDA #$34                        A:A9 X:97 Y:4E P:ED SP:F5 CYC:14293
C6D5  A9 54     LDA #$54                        A:34 X:97 Y:4E P:6D SP:F5 CYC:14295
C6D7  A9 74     LDA #$74                        A:54 X:97 Y:4E P:6D SP:F5 CYC:14297
C6D9  A9 D4     LDA #$D4                        A:74 X:97 Y:4E P:6D SP:F5 CYC:14299
C6DB  A9 F4     LDA #$F4                        A:D4 X:97 Y:4E P:ED SP:F5 CYC:14301
C6DD  A9 EA     LDA #$EA                        A:F4 X:97 Y:4E P:ED SP:F5 CYC:14303
C6DF  EA        NOP                             A:EA X:97 Y:4E P:ED SP:F5 CYC:14305
C6E0  EA        NOP                             A:EA X:97 Y:4E P:ED SP:F5 CYC:14307
C6E1  EA        NOP                             A:EA X:97 Y:4E P:ED SP:F5 CYC:14309
C6E2  08        PHP                             A:EA X:97 Y:4E P:ED SP:F5 CYC:14311
C6E3  48        PHA                             A:EA X:97 Y:4E P:ED SP:F4 CYC:14314
C6E4  1A        NOP                             A:EA X:97 Y:4E P:ED SP:F3 CYC:14317
C6E5  3A        NOP                             A:EA X:97 Y:4E P:ED SP:F3 CYC:14319
C6E6  5A        NOP                             A:EA X:97 Y:4E P:ED SP:F3 CYC:14321
C6E7  7A        NOP                             A:EA X:97 Y:4E P:ED SP:F3 CYC:14323
C6E8  DA        NOP                             A:EA X:97 Y:4E P:ED SP:F3 CYC:14325
C6E9  FA        NOP                             A:EA X:97 Y:4E P:ED SP:F3 CYC:14327
C6EA  80        NOP                             A:EA X:97 Y:4E P:ED SP:F3 CYC:14329
C6EB  89        NOP                             A:EA X:97 Y:4E P:ED SP:F3 CYC:14331
C6EC  EA        NOP                             A:EA X:97 Y:4E P:ED SP:F3 CYC:14333
C6ED  EA        NOP                             A:EA X:97 Y:4E P:ED SP:F3 CYC:14335
C6EE  EA        NOP                             A:EA X:97 Y:4E P:ED SP:F3 CYC:14337
C6EF  EA        NOP                             A:EA X:97 Y:4E P:ED SP:F3 CYC:14339
C6F0  08        PHP                             A:EA X:97 Y:4E P:ED SP:F3 CYC:14341
C6F1  48        PHA                             A:EA X:97 Y:4E P:ED SP:F2 CYC:14344
C6F2  1C A9 A9  NOP $A9A9,X @ AA40 = 00         A:EA X:97 Y:4E P:ED SP:F1 CYC:14347
C6F5  3C A9 A9  NOP $A9A9,X @ AA40 = 00         A:EA X:97 Y:4E P:ED SP:F1 CYC:14352
C6F8  5C A9 A9  NOP $A9A9,X @ AA40 = 00         A:EA X:97 Y:4E P:ED SP:F1 CYC:14357
C6FB  7C A9 A9  NOP $A9A9,X @ AA40 = 00         A:EA X:97 Y:4E P:ED SP:F1 CYC:14362
C6FE  DC A9 A9  NOP $A9A9,X @ AA40 = 00         A:EA X:97 Y:4E P:ED SP:F1 CYC:14367
C701  FC A9 A9  NOP $A9A9,X @ AA40 = 00         A:EA X:97 Y:4E P:ED SP:F1 CYC:14372
C704  EA        NOP                             A:EA X:97 Y:4E P:ED SP:F1 CYC:14377
C705  EA        NOP                             A:EA X:97 Y:4E P:ED SP:F1 CYC:14379
C706  EA        NOP                             A:EA X:97 Y:4E P:ED SP:F1 CYC:14381
C707  EA        NOP                             A:EA X:97 Y:4E P:ED SP:F1 CYC:14383
C708  08        PHP                             A:EA X:97 Y:4E P:ED SP:F1 CYC:14385
C709  48        PHA                             A:EA X:97 Y:4E P:ED SP:F0 CYC:14388
C70A  A2 05     LDX #$05                        A:EA X:97 Y:4E P:ED SP:EF CYC:14391
C70C  68        PLA                             A:EA X:05 Y:4E P:6D SP:EF CYC:14393
C70D  C9 55     CMP #$55                        A:EA X:05 Y:4E P:ED SP:F0 CYC:14397
C70F  F0 0A     BEQ $C71B                       A:EA X:05 Y:4E P:ED SP:F0 CYC:14399
C711  C9 AA     CMP #$AA                        A:EA X:05 Y:4E P:ED SP:F0 CYC:14401
C713  F0 06     BEQ $C71B                       A:EA X:05 Y:4E P:6D SP:F0 CYC:14403
C715  68        PLA                             A:EA X:05 Y:4E P:6D SP:F0 CYC:14405
C716  84 00     STY $00 = 79                    A:ED X:05 Y:4E P:ED SP:F1 CYC:14409
C718  4C 28 C7  JMP $C728                       A:ED X:05 Y:4E P:ED SP:F1 CYC:14412
C728  C8        INY                             A:ED X:05 Y:4E P:ED SP:F1 CYC:14415
C729  CA        DEX                             A:ED X:05 Y:4F P:6D SP:F1 CYC:14417
C72A  D0 E0     BNE $C70C                       A:ED X:04 Y:4F P:6D SP:F1 CYC:14419
C70C  68        PLA                             A:ED X:04 Y:4F P:6D SP:F1 CYC:14422
C70D  C9 55     CMP #$55                        A:EA X:04 Y:4F P:ED SP:F2 CYC:14426
C70F  F0 0A     BEQ $C71B                       A:EA X:04 Y:4F P:ED SP:F2 CYC:14428
C711  C9 AA     CMP #$AA                        A:EA X:04 Y:4F P:ED SP:F2 CYC:14430
C713  F0 06     BEQ $C71B                       A:EA X:04 Y:4F P:6D SP:F2 CYC:14432
C715  68        PLA                             A:EA X:04 Y:4F P:6D SP:F2 CYC:14434
C716  84 00     STY $00 = 4E                    A:ED X:04 Y:4F P:ED SP:F3 CYC:14438
C718  4C 28 C7  JMP $C728                       A:ED X:04 Y:4F P:ED SP:F3 CYC:14441
C728  C8        INY                             A:ED X:04 Y:4F P:ED SP:F3 CYC:14444
C729  CA        DEX                             A:ED X:04 Y:50 P:6D SP:F3 CYC:14446
C72A  D0 E0     BNE $C70C                       A:ED X:03 Y:50 P:6D SP:F3 CYC:14448
C70C  68        PLA                             A:ED X:03 Y:50 P:6D SP:F3 CYC:14451
C70D  C9 55     CMP #$55                        A:EA X:03 Y:50 P:ED SP:F4 CYC:14455
C70F  F0 0A     BEQ $C71B                       A:EA X:03 Y:50 P:ED SP:F4 CYC:14457
C711  C9 AA     CMP #$AA                        A:EA X:03 Y:50 P:ED SP:F4 CYC:14459
C713  F0 06     BEQ $C71B                       A:EA X:03 Y:50 P:6D SP:F4 CYC:14461
C715  68        PLA                             A:EA X:03 Y:50 P:6D SP:F4 CYC:14463
C716  84 00     STY $00 = 4F                    A:ED X:03 Y:50 P:ED SP:F5 CYC:14467
C718  4C 28 C7  JMP $C728                       A:ED X:03 Y:50 P:ED SP:F5 CYC:14470
C728  C8        INY                             A:ED X:03 Y:50 P:ED SP:F5 CYC:14473
C729  CA        DEX                             A:ED X:03 Y:51 P:6D SP:F5 CYC:14475
C72A  D0 E0     BNE $C70C                       A:ED X:02 Y:51 P:6D SP:F5 CYC:14477
C70C  68        PLA                             A:ED X:02 Y:51 P:6D SP:F5 CYC:14480
C70D  C9 55     CMP #$55                        A:A9 X:02 Y:51 P:ED SP:F6 CYC:14484
C70F  F0 0A     BEQ $C71B                       A:A9 X:02 Y:51 P:6D SP:F6 CYC:14486
C711  C9 AA     CMP #$AA                        A:A9 X:02 Y:51 P:6D SP:F6 CYC:14488
C713  F0 06     BEQ $C71B                       A:A9 X:02 Y:51 P:EC SP:F6 CYC:14490
C715  68        PLA                             A:A9 X:02 Y:51 P:EC SP:F6 CYC:14492
C716  84 00     STY $00 = 50                    A:ED X:02 Y:51 P:EC SP:F7 CYC:14496
C718  4C 28 C7  JMP $C728                       A:ED X:02 Y:51 P:EC SP:F7 CYC:14499
C728  C8        INY                             A:ED X:02 Y:51 P:EC SP:F7 CYC:14502
C729  CA        DEX                             A:ED X:02 Y:52 P:6C SP:F7 CYC:14504
C72A  D0 E0     BNE $C70C                       A:ED X:01 Y:52 P:6C SP:F7 CYC:14506
C70C  68        PLA                             A:ED X:01 Y:52 P:6C SP:F7 CYC:14509
C70D  C9 55     CMP #$55                        A:EA X:01 Y:52 P:EC SP:F8 CYC:14513
C70F  F0 0A     BEQ $C71B                       A:EA X:01 Y:52 P:ED SP:F8 CYC:14515
C711  C9 AA     CMP #$AA                        A:EA X:01 Y:52 P:ED SP:F8 CYC:14517
C713  F0 06     BEQ $C71B                       A:EA X:01 Y:52 P:6D SP:F8 CYC:14519
C715  68        PLA                             A:EA X:01 Y:52 P:6D SP:F8 CYC:14521
C716  84 00     STY $00 = 51                    A:ED X:01 Y:52 P:ED SP:F9 CYC:14525
C718  4C 28 C7  JMP $C728                       A:ED X:01 Y:52 P:ED SP:F9 CYC:14528
C728  C8        INY                             A:ED X:01 Y:52 P:ED SP:F9 CYC:14531
C729  CA        DEX                             A:ED X:01 Y:53 P:6D SP:F9 CYC:14533
C72A  D0 E0     BNE $C70C                       A:ED X:00 Y:53 P:6F SP:F9 CYC:14535
C72C  60        RTS                             A:ED X:00 Y:53 P:6F SP:F9 CYC:14537
C6AC  20 B7 C6  JSR $C6B7                       A:ED X:00 Y:53 P:6F SP:FB CYC:14543
C6B7  A9 34     LDA #$34                        A:ED X:00 Y:53 P:6F SP:F9 CYC:14549
C6B9  48        PHA                             A:34 X:00 Y:53 P:6D SP:F9 CYC:14551
C6BA  A9 55     LDA #$55                        A:34 X:00 Y:53 P:6D SP:F8 CYC:14554
C6BC  28        PLP                             A:55 X:00 Y:53 P:6D SP:F8 CYC:14556
C6BD  04        NOP                             A:55 X:00 Y:53 P:24 SP:F9 CYC:14560
C6BE  A9 44     LDA #$44                        A:55 X:00 Y:53 P:24 SP:F9 CYC:14562
C6C0  A9 64     LDA #$64                        A:44 X:00 Y:53 P:24 SP:F9 CYC:14564
C6C2  A9 EA     LDA #$EA                        A:64 X:00 Y:53 P:24 SP:F9 CYC:14566
C6C4  EA        NOP                             A:EA X:00 Y:53 P:A4 SP:F9 CYC:14568
C6C5  EA        NOP                             A:EA X:00 Y:53 P:A4 SP:F9 CYC:14570
C6C6  EA        NOP                             A:EA X:00 Y:53 P:A4 SP:F9 CYC:14572
C6C7  08        PHP                             A:EA X:00 Y:53 P:A4 SP:F9 CYC:14574
C6C8  48        PHA                             A:EA X:00 Y:53 P:A4 SP:F8 CYC:14577
C6C9  0C        NOP                             A:EA X:00 Y:53 P:A4 SP:F7 CYC:14580
C6CA  A9 A9     LDA #$A9                        A:EA X:00 Y:53 P:A4 SP:F7 CYC:14582
C6CC  EA        NOP                             A:A9 X:00 Y:53 P:A4 SP:F7 CYC:14584
C6CD  EA        NOP                             A:A9 X:00 Y:53 P:A4 SP:F7 CYC:14586
C6CE  EA        NOP                             A:A9 X:00 Y:53 P:A4 SP:F7 CYC:14588
C6CF  EA        NOP                             A:A9 X:00 Y:53 P:A4 SP:F7 CYC:14590
C6D0  08        PHP                             A:A9 X:00 Y:53 P:A4 SP:F7 CYC:14592
C6D1  48        PHA                             A:A9 X:00 Y:53 P:A4 SP:F6 CYC:14595
C6D2  14        NOP                             A:A9 X:00 Y:53 P:A4 SP:F5 CYC:14598
C6D3  A9 34     LDA #$34                        A:A9 X:00 Y:53 P:A4 SP:F5 CYC:14600
C6D5  A9 54     LDA #$54                        A:34 X:00 Y:53 P:24 SP:F5 CYC:14602
C6D7  A9 74     LDA #$74                        A:54 X:00 Y:53 P:24 SP:F5 CYC:14604
C6D9  A9 D4     LDA #$D4                        A:74 X:00 Y:53 P:24 SP:F5 CYC:14606
C6DB  A9 F4     LDA #$F4                        A:D4 X:00 Y:53 P:A4 SP:F5 CYC:14608
C6DD  A9 EA     LDA #$EA                        A:F4 X:00 Y:53 P:A4 SP:F5 CYC:14610
C6DF  EA        NOP                             A:EA X:00 Y:53 P:A4 SP:F5 CYC:14612
C6E0  EA        NOP                             A:EA X:00 Y:53 P:A4 SP:F5 CYC:14614
C6E1  EA        NOP                             A:EA X:00 Y:53 P:A4 SP:F5 CYC:14616
C6E2  08        PHP                             A:EA X:00 Y:53 P:A4 SP:F5 CYC:14618
C6E3  48        PHA                             A:EA X:00 Y:53 P:A4 SP:F4 CYC:14621
C6E4  1A        NOP                             A:EA X:00 Y:53 P:A4 SP:F3 CYC:14624
C6E5  3A        NOP                             A:EA X:00 Y:53 P:A4 SP:F3 CYC:14626
C6E6  5A        NOP                             A:EA X:00 Y:53 P:A4 SP:F3 CYC:14628
C6E7  7A        NOP                             A:EA X:00 Y:53 P:A4 SP:F3 CYC:14630
C6E8  DA        NOP                             A:EA X:00 Y:53 P:A4 SP:F3 CYC:14632
C6E9  FA        NOP                             A:EA X:00 Y:53 P:A4 SP:F3 CYC:14634
C6EA  80        NOP                             A:EA X:00 Y:53 P:A4 SP:F3 CYC:14636
C6EB  89        NOP                             A:EA X:00 Y:53 P:A4 SP:F3 CYC:14638
C6EC  EA        NOP                             A:EA X:00 Y:53 P:A4 SP:F3 CYC:14640
C6ED  EA        NOP                             A:EA X:00 Y:53 P:A4 SP:F3 CYC:14642
C6EE  EA        NOP                             A:EA X:00 Y:53 P:A4 SP:F3 CYC:14644
C6EF  EA        NOP                             A:EA X:00 Y:53 P:A4 SP:F3 CYC:14646
C6F0  08        PHP                             A:EA X:00 Y:53 P:A4 SP:F3 CYC:14648
C6F1  48        PHA                             A:EA X:00 Y:53 P:A4 SP:F2 CYC:14651
C6F2  1C A9 A9  NOP $A9A9,X @ A9A9 = A9         A:EA X:00 Y:53 P:A4 SP:F1 CYC:14654
C6F5  3C A9 A9  NOP $A9A9,X @ A9A9 = A9         A:EA X:00 Y:53 P:A4 SP:F1 CYC:14658
C6F8  5C A9 A9  NOP $A9A9,X @ A9A9 = A9         A:EA X:00 Y:53 P:A4 SP:F1 CYC:14662
C6FB  7C A9 A9  NOP $A9A9,X @ A9A9 = A9         A:EA X:00 Y:53 P:A4 SP:F1 CYC:14666
C6FE  DC A9 A9  NOP $A9A9,X @ A9A9 = A9         A:EA X:00 Y:53 P:A4 SP:F1 CYC:14670
C701  FC A9 A9  NOP $A9A9,X @ A9A9 = A9         A:EA X:00 Y:53 P:A4 SP:F1 CYC:14674
C704  EA        NOP                             A:EA X:00 Y:53 P:A4 SP:F1 CYC:14678
C705  EA        NOP                             A:EA X:00 Y:53 P:A4 SP:F1 CYC:14680
C706  EA        NOP                             A:EA X:00 Y:53 P:A4 SP:F1 CYC:14682
C707  EA        NOP                             A:EA X:00 Y:53 P:A4 SP:F1 CYC:14684
C708  08        PHP                             A:EA X:00 Y:53 P:A4 SP:F1 CYC:14686
C709  48        PHA                             A:EA X:00 Y:53 P:A4 SP:F0 CYC:14689
C70A  A2 05     LDX #$05                        A:EA X:00 Y:53 P:A4 SP:EF CYC:14692
C70C  68        PLA                             A:EA X:05 Y:53 P:24 SP:EF CYC:14694
C70D  C9 55     CMP #$55                        A:EA X:05 Y:53 P:A4 SP:F0 CYC:14698
C70F  F0 0A     BEQ $C71B                       A:EA X:05 Y:53 P:A5 SP:F0 CYC:14700
C711  C9 AA     CMP #$AA                        A:EA X:05 Y:53 P:A5 SP:F0 CYC:14702
C713  F0 06     BEQ $C71B                       A:EA X:05 Y:53 P:25 SP:F0 CYC:14704
C715  68        PLA                             A:EA X:05 Y:53 P:25 SP:F0 CYC:14706
C716  84 00     STY $00 = 52                    A:A4 X:05 Y:53 P:A5 SP:F1 CYC:14710
C718  4C 28 C7  JMP $C728                       A:A4 X:05 Y:53 P:A5 SP:F1 CYC:14713
C728  C8        INY                             A:A4 X:05 Y:53 P:A5 SP:F1 CYC:14716
C729  CA        DEX                             A:A4 X:05 Y:54 P:25 SP:F1 CYC:14718
C72A  D0 E0     BNE $C70C                       A:A4 X:04 Y:54 P:25 SP:F1 CYC:14720
C70C  68        PLA                             A:A4 X:04 Y:54 P:25 SP:F1 CYC:14723
C70D  C9 55     CMP #$55                        A:EA X:04 Y:54 P:A5 SP:F2 CYC:14727
C70F  F0 0A     BEQ $C71B                       A:EA X:04 Y:54 P:A5 SP:F2 CYC:14729
C711  C9 AA     CMP #$AA                        A:EA X:04 Y:54 P:A5 SP:F2 CYC:14731
C713  F0 06     BEQ $C71B                       A:EA X:04 Y:54 P:25 SP:F2 CYC:14733
C715  68        PLA                             A:EA X:04 Y:54 P:25 SP:F2 CYC:14735
C716  84 00     STY $00 = 53                    A:A4 X:04 Y:54 P:A5 SP:F3 CYC:14739
C718  4C 28 C7  JMP $C728                       A:A4 X:04 Y:54 P:A5 SP:F3 CYC:14742
C728  C8        INY                             A:A4 X:04 Y:54 P:A5 SP:F3 CYC:14745
C729  CA        DEX                             A:A4 X:04 Y:55 P:25 SP:F3 CYC:14747
C72A  D0 E0     BNE $C70C                       A:A4 X:03 Y:55 P:25 SP:F3 CYC:14749
C70C  68        PLA                             A:A4 X:03 Y:55 P:25 SP:F3 CYC:14752
C70D  C9 55     CMP #$55                        A:EA X:03 Y:55 P:A5 SP:F4 CYC:14756
C70F  F0 0A     BEQ $C71B                       A:EA X:03 Y:55 P:A5 SP:F4 CYC:14758
C711  C9 AA     CMP #$AA                        A:EA X:03 Y:55 P:A5 SP:F4 CYC:14760
C713  F0 06     BEQ $C71B                       A:EA X:03 Y:55 P:25 SP:F4 CYC:14762
C715  68        PLA                             A:EA X:03 Y:55 P:25 SP:F4 CYC:14764
C716  84 00     STY $00 = 54                    A:A4 X:03 Y:55 P:A5 SP:F5 CYC:14768
C718  4C 28 C7  JMP $C728                       A:A4 X:03 Y:55 P:A5 SP:F5 CYC:14771
C728  C8        INY                             A:A4 X:03 Y:55 P:A5 SP:F5 CYC:14774
C729  CA        DEX                             A:A4 X:03 Y:56 P:25 SP:F5 CYC:14776
C72A  D0 E0     BNE $C70C                       A:A4 X:02 Y:56 P:25 SP:F5 CYC:14778
C70C  68        PLA                             A:A4 X:02 Y:56 P:25 SP:F5 CYC:14781
C70D  C9 55     CMP #$55                        A:A9 X:02 Y:56 P:A5 SP:F6 CYC:14785
C70F  F0 0A     BEQ $C71B                       A:A9 X:02 Y:56 P:25 SP:F6 CYC:14787
C711  C9 AA     CMP #$AA                        A:A9 X:02 Y:56 P:25 SP:F6 CYC:14789
C713  F0 06     BEQ $C71B                       A:A9 X:02 Y:56 P:A4 SP:F6 CYC:14791
C715  68        PLA                             A:A9 X:02 Y:56 P:A4 SP:F6 CYC:14793
C716  84 00     STY $00 = 55                    A:A4 X:02 Y:56 P:A4 SP:F7 CYC:14797
C718  4C 28 C7  JMP $C728                       A:A4 X:02 Y:56 P:A4 SP:F7 CYC:14800
C728  C8        INY                             A:A4 X:02 Y:56 P:A4 SP:F7 CYC:14803
C729  CA        DEX                             A:A4 X:02 Y:57 P:24 SP:F7 CYC:14805
C72A  D0 E0     BNE $C70C                       A:A4 X:01 Y:57 P:24 SP:F7 CYC:14807
C70C  68        PLA                             A:A4 X:01 Y:57 P:24 SP:F7 CYC:14810
C70D  C9 55     CMP #$55                        A:EA X:01 Y:57 P:A4 SP:F8 CYC:14814
C70F  F0 0A     BEQ $C71B                       A:EA X:01 Y:57 P:A5 SP:F8 CYC:14816
C711  C9 AA     CMP #$AA                        A:EA X:01 Y:57 P:A5 SP:F8 CYC:14818
C713  F0 06     BEQ $C71B                       A:EA X:01 Y:57 P:25 SP:F8 CYC:14820
C715  68        PLA                             A:EA X:01 Y:57 P:25 SP:F8 CYC:14822
C716  84 00     STY $00 = 56                    A:A4 X:01 Y:57 P:A5 SP:F9 CYC:14826
C718  4C 28 C7  JMP $C728                       A:A4 X:01 Y:57 P:A5 SP:F9 CYC:14829
C728  C8        INY                             A:A4 X:01 Y:57 P:A5 SP:F9 CYC:14832
C729  CA        DEX                             A:A4 X:01 Y:58 P:25 SP:F9 CYC:14834
C72A  D0 E0     BNE $C70C                       A:A4 X:00 Y:58 P:27 SP:F9 CYC:14836
C72C  60        RTS                             A:A4 X:00 Y:58 P:27 SP:F9 CYC:14838
C6AF  60        RTS                             A:A4 X:00 Y:58 P:27 SP:FB CYC:14844
C632  20 1E E5  JSR $E51E                       A:A4 X:00 Y:58 P:27 SP:FD CYC:14850
E51E  A9 55     LDA #$55                        A:A4 X:00 Y:58 P:27 SP:FB CYC:14856
E520  8D 80 05  STA $0580 = 00                  A:55 X:00 Y:58 P:25 SP:FB CYC:14858
E523  A9 AA     LDA #$AA                        A:55 X:00 Y:58 P:25 SP:FB CYC:14862
E525  8D 32 04  STA $0432 = 00                  A:AA X:00 Y:58 P:A5 SP:FB CYC:14864
E528  A9 80     LDA #$80                        A:AA X:00 Y:58 P:A5 SP:FB CYC:14868
E52A  85 43     STA $43 = 00                    A:80 X:00 Y:58 P:A5 SP:FB CYC:14870
E52C  A9 05     LDA #$05                        A:80 X:00 Y:58 P:A5 SP:FB CYC:14873
E52E  85 44     STA $44 = 00                    A:05 X:00 Y:58 P:25 SP:FB CYC:14875
E530  A9 32     LDA #$32                        A:05 X:00 Y:58 P:25 SP:FB CYC:14878
E532  85 45     STA $45 = 00                    A:32 X:00 Y:58 P:25 SP:FB CYC:14880
E534  A9 04     LDA #$04                        A:32 X:00 Y:58 P:25 SP:FB CYC:14883
E536  85 46     STA $46 = 00                    A:04 X:00 Y:58 P:25 SP:FB CYC:14885
E538  A2 03     LDX #$03                        A:04 X:00 Y:58 P:25 SP:FB CYC:14888
E53A  A0 77     LDY #$77                        A:04 X:03 Y:58 P:25 SP:FB CYC:14890
E53C  A9 FF     LDA #$FF                        A:04 X:03 Y:77 P:25 SP:FB CYC:14892
E53E  85 01     STA $01 = FF                    A:FF X:03 Y:77 P:A5 SP:FB CYC:14894
E540  24 01     BIT $01 = FF                    A:FF X:03 Y:77 P:A5 SP:FB CYC:14897
E542  38        SEC                             A:FF X:03 Y:77 P:E5 SP:FB CYC:14900
E543  A9 00     LDA #$00                        A:FF X:03 Y:77 P:E5 SP:FB CYC:14902
E545  A3        XXX                             A:00 X:03 Y:77 P:67 SP:FB CYC:14904
E546  40        RTI                             A:00 X:03 Y:77 P:67 SP:FB CYC:14906
00C6  00        BRK                             A:00 X:03 Y:77 P:24 SP:FE CYC:14912
C5F4  40        RTI                             A:00 X:03 Y:77 P:04 SP:FB CYC:14919
00C8  00        BRK                             A:00 X:03 Y:77 P:24 SP:FE CYC:14925
C5F4  40        RTI                             A:00 X:03 Y:77 P:04 SP:FB CYC:14932
00CA  00        BRK                             A:00 X:03 Y:77 P:24 SP:FE CYC:14938
C5F4  40        RTI                             A:00 X:03 Y:77 P:04 SP:FB CYC:14945
00CC  00        BRK                             A:00 X:03 Y:77 P:24 SP:FE CYC:14951
C5F4  40        RTI                             A:00 X:03 Y:77 P:04 SP:FB CYC:14958
00CE  00        BRK                             A:00 X:03 Y:77 P:24 SP:FE CYC:14964
C5F4  40        RTI                             A:00 X:03 Y:77 P:04 SP:FB CYC:14971
00D0  00        BRK                             A:00 X:03 Y:77 P:24 SP:FE CYC:14977
